race_id,hadjar,sainz,perez,stroll,gasly,russell,bearman,hamilton,bortoleto,norris,max_verstappen,bottas,lawson,hulkenberg,antonelli,piastri,leclerc,colapinto,lindblad,ocon,alonso,albon
australian_2026,833.6895168117024,921.3231614982876,910.6841521020249,842.4113776932548,1053.0336779652466,1236.4993293916489,1105.563435083313,1158.8059993652284,1053.2656985596677,1135.0181960249083,1111.646236930285,820.3955542702643,953.5639354199923,825.7541031078373,1208.5456861496941,824.7351933947056,1181.6459657747623,929.7342226719048,1076.3686926764717,1011.2677931833504,821.3701016091146,984.6779703163342
chinese_2026,1019.6611951871274,1036.6053932773955,883.8887413607906,761.3416804786871,1142.7315516030303,1319.666035241101,1179.846041674459,1253.3343967897754,845.7962018076458,885.3716675045872,881.624222853082,900.8757572784345,1085.5289373365654,946.7527993909152,1333.7078956142257,747.6667162194514,1245.0481104624557,1010.056979486777,1017.8489801318924,940.2587619003767,742.6076588551222,819.7802755461021
